index,Country,2010,2011,2012,2013,2014,2015,2016,2017,Country_Code
150,Morocco,18.3,16.7,16.7,16.8,16.8,16.0,14.0,14.0,MAR
151,Mozambique,45.7,40.8,40.8,40.2,40.2,36.4,35.6,35.6,MOZ
152,Myanmar,38.2,25.3,25.3,27.1,27.1,26.0,24.0,24.0,MMR
153,Namibia,24.5,21.1,21.1,21.7,21.7,21.7,20.2,20.2,NAM
154,Nepal,24.3,19.5,19.5,21.1,21.1,19.6,16.6,16.6,NPL
155,Netherlands,4.6,4.3,4.3,3.9,3.9,3.7,3.0,3.0,NLD
156,New Zealand,5.0,5.2,5.2,4.8,4.8,4.6,4.3,4.3,NZL
157,Nicaragua,15.6,13.9,13.9,13.2,13.2,14.6,12.9,12.9,NIC
158,Niger,46.8,42.6,42.6,37.9,37.9,35.3,34.9,34.9,NER
159,Nigeria,51.1,43.8,43.8,40.8,40.8,40.8,37.4,37.4,NGA
160,Norway,4.0,3.7,3.7,3.4,3.4,3.3,2.7,2.7,NOR
161,Oman,0.0,7.2,7.2,7.0,7.0,7.0,7.1,7.1,OMN
162,Pakistan,32.9,32.3,32.3,29.9,29.9,32.8,31.0,31.0,PAK
163,"Palestine, State of",0.0,13.1,13.1,13.1,13.1,13.7,12.2,12.2,0
164,Panama,13.6,12.4,12.4,12.1,12.1,11.5,11.5,11.5,PAN
165,Papua New Guinea,28.5,25.2,25.2,26.5,26.5,26.5,25.3,25.3,PNG
166,Paraguay,19.9,17.8,17.8,19.2,19.2,18.3,18.0,18.0,PRY
167,Peru,16.5,14.8,14.8,13.9,13.9,14.2,13.2,13.2,PER
168,Philippines,15.0,15.2,15.2,15.2,15.2,16.2,14.4,14.4,PHL
169,Poland,6.4,5.8,5.8,5.7,5.7,5.2,4.7,4.7,POL
170,Portugal,4.8,4.9,4.9,3.9,3.9,3.9,2.9,2.9,PRT
171,Qatar,7.4,7.2,7.2,6.0,6.0,6.1,5.9,5.9,QAT
172,Romania,10.9,9.6,9.6,8.8,8.8,8.4,6.8,6.8,ROU
173,Russian Federation,11.5,10.8,10.8,9.8,9.8,8.8,8.0,8.0,RUS
174,Russian Federation,11.5,10.8,10.8,9.8,9.8,8.8,8.0,8.0,RUS
175,Russian Federation,11.5,10.8,10.8,9.8,9.8,8.8,8.0,8.0,RUS
176,Russian Federation,11.5,10.8,10.8,9.8,9.8,8.8,8.0,8.0,RUS
177,Rwanda,47.4,41.3,41.3,30.2,30.2,29.8,23.8,23.8,RWA
178,Saint Lucia,0.0,10.4,10.4,9.9,9.9,10.1,9.0,9.0,LCA
179,Saint Vincent and the Grenadines,0.0,14.0,14.0,12.9,13.0,12.7,11.9,11.9,VCT
180,Samoa,0.0,13.4,13.4,13.3,13.3,13.3,11.4,11.4,WSM
181,Sao Tome and Principe,34.4,28.8,28.8,26.9,26.9,26.9,25.9,25.9,STP
182,Saudi Arabia,12.7,11.5,11.5,8.7,8.7,11.0,8.9,8.9,SAU
183,Senegal,37.4,30.7,30.7,29.5,29.5,25.0,21.1,21.1,SEN
184,Serbia,9.0,8.3,8.3,8.5,8.5,7.9,7.1,7.1,SRB
185,Seychelles,0.0,0.0,0.0,7.9,7.9,9.0,7.7,7.7,SYC
186,Sierra Leone,44.5,45.3,45.3,51.2,51.2,43.4,39.8,39.8,SLE
187,Singapore,3.8,2.9,2.9,2.8,2.8,3.0,2.6,2.6,SGP
188,Slovakia,6.5,5.7,5.7,5.6,5.6,5.3,5.2,5.2,SVK
189,Slovenia,4.3,4.1,4.1,3.8,3.8,3.6,3.0,3.0,SVN
190,Solomon Islands,25.2,20.7,20.7,22.3,22.3,22.3,15.9,15.9,SLB
191,Somalia,0.0,47.1,0.0,42.1,42.1,42.1,38.9,38.9,SOM
192,South Africa,30.2,28.4,28.4,25.7,25.7,25.7,20.3,20.3,ZAF
193,South Sudan,0.0,0.0,0.0,40.8,40.8,40.7,37.0,37.0,SSD
194,Spain,4.4,4.1,4.1,3.9,3.9,3.5,3.0,3.0,ESP
195,Sri Lanka,12.3,9.4,9.4,8.3,8.3,8.1,7.1,7.1,LKA
196,Sudan,38.5,33.0,33.0,32.8,32.8,31.8,27.9,27.9,SDN
197,Suriname,16.7,15.0,15.0,13.6,13.6,13.6,12.4,12.4,SUR
198,Sweden,3.7,3.3,3.3,3.1,3.1,3.3,2.7,2.7,SWE
199,Switzerland,4.4,4.1,4.1,3.9,3.9,3.8,3.5,3.5,CHE
200,Syrian Arab Republic,11.1,10.0,10.0,12.6,12.6,14.5,13.0,13.0,SYR
201,Tajikistan,31.0,27.2,27.2,29.3,29.3,23.2,20.1,20.1,TJK
202,Tanzania (United Republic of),37.5,32.4,32.4,30.4,30.4,25.0,24.9,24.9,TZA
203,Thailand,9.5,10.1,10.1,9.8,9.8,10.4,9.3,9.3,THA
204,The former Yugoslav Republic of Macedonia,10.4,9.4,9.4,7.6,7.6,7.6,6.5,6.5,0
205,Timor-Leste,34.3,30.2,30.2,22.8,22.8,24.4,20.6,20.6,TLS
206,Togo,35.4,37.2,37.2,36.8,36.8,32.4,30.5,30.5,TGO
207,Tonga,14.5,13.8,13.8,13.7,13.7,13.6,13.0,13.0,TON
208,Trinidad and Tobago,17.4,16.6,16.6,16.4,16.4,16.6,15.6,15.6,TTO
209,Tunisia,12.7,12.6,12.6,10.6,10.6,12.2,10.7,10.7,TUN
210,Turkey,16.5,12.8,12.8,11.0,11.0,11.5,9.6,9.6,TUR
211,Turkey,16.5,12.8,12.8,11.0,11.0,11.5,9.6,9.6,TUR
212,Turkey,16.5,12.8,12.8,11.0,11.0,11.5,9.6,9.6,TUR
213,Turkey,16.5,12.8,12.8,11.0,11.0,11.5,9.6,9.6,TUR
214,Turkmenistan,27.5,26.7,26.7,26.0,26.0,26.0,23.4,23.4,TKM
215,Uganda,40.7,39.1,39.1,33.8,33.8,35.7,32.5,32.5,UGA
216,Ukraine,11.0,10.5,10.5,10.4,10.4,8.7,7.5,7.5,UKR
217,United Arab Emirates,7.4,6.3,6.3,5.5,5.5,5.8,5.2,5.2,ARE
218,United Kingdom,4.9,4.8,4.8,4.5,4.5,4.5,4.0,4.0,GBR
219,United States,6.0,6.6,6.6,6.2,6.2,6.1,5.6,5.6,USA
220,Uruguay,10.1,9.3,9.3,9.2,9.2,9.5,9.0,9.0,URY
221,Uzbekistan,25.9,24.3,24.3,24.3,24.3,24.3,17.0,17.0,UZB
222,Vanuatu,0.0,15.6,15.6,15.4,15.4,15.4,14.1,14.1,VUT
223,Venezuela (Bolivarian Republic of),13.3,12.2,12.2,12.2,12.2,11.4,10.5,10.5,VEN
224,Viet Nam,13.8,13.4,13.4,12.1,12.1,14.2,12.7,12.7,VNM
225,Yemen,31.2,25.1,25.1,30.3,30.3,29.4,24.9,24.9,YEM
226,Zambia,46.5,41.9,41.9,37.2,37.2,33.8,28.8,28.8,ZMB
227,Zimbabwe,34.2,30.6,30.6,26.8,26.8,31.2,26.6,26.6,ZWE
228,Andorra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AND
229,Dominica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DMA
230,Liechtenstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LIE
231,Marshall Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MHL
232,Monaco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MCO
233,Nauru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NRU
234,Palau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PLW
235,Saint Kitts and Nevis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KNA
236,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SMR
237,Tuvalu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TUV
0,Afghanistan,0.225,0.23199999999999998,0.237,0.21899999999999997,0.22399999999999998,0.226,0.22399999999999998,0.22699999999999998,AFG
1,Albania,0.5870000000000001,0.611,0.644,0.645,0.645,0.6459999999999999,0.675,0.6809999999999999,ALB
2,Algeria,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.441,DZA
3,Andorra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.647,AND
4,Angola,0.294,0.0,0.285,0.293,0.301,0.309,0.32,0.327,AGO
5,Argentina,0.705,0.7090000000000001,0.708,0.735,0.743,0.747,0.764,0.765,ARG
6,Armenia,0.6829999999999999,0.684,0.708,0.711,0.715,0.718,0.728,0.727,ARM
7,Armenia,0.6829999999999999,0.684,0.708,0.711,0.715,0.718,0.728,0.727,ARM
8,Armenia,0.6829999999999999,0.684,0.708,0.711,0.715,0.718,0.728,0.727,ARM
9,Armenia,0.6829999999999999,0.684,0.708,0.711,0.715,0.718,0.728,0.727,ARM
10,Australia,0.897,0.9,0.903,0.905,0.9059999999999999,0.909,0.894,0.904,AUS
11,Austria,0.8170000000000001,0.818,0.82,0.8029999999999999,0.815,0.8109999999999999,0.8290000000000001,0.83,AUT
12,Azerbaijan,0.599,0.627,0.632,0.64,0.65,0.65,0.679,0.682,AZE
13,Azerbaijan,0.599,0.627,0.632,0.64,0.65,0.65,0.679,0.682,AZE
14,Azerbaijan,0.599,0.627,0.632,0.64,0.65,0.65,0.679,0.682,AZE
15,Azerbaijan,0.599,0.627,0.632,0.64,0.65,0.65,0.679,0.682,AZE
16,Bahamas,0.659,0.6659999999999999,0.0,0.667,0.0,0.0,0.0,0.68,BHS
17,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.614,BHR
18,Bangladesh,0.235,0.268,0.275,0.289,0.293,0.306,0.307,0.319,BGD
19,Barbados,0.0,0.0,0.0,0.0,0.7340000000000001,0.7340000000000001,0.7340000000000001,0.7340000000000001,BRB
20,Belarus,0.763,0.7879999999999999,0.7909999999999999,0.795,0.804,0.8059999999999999,0.807,0.807,BLR
21,Belgium,0.826,0.816,0.8079999999999999,0.799,0.8109999999999999,0.818,0.81,0.815,BEL
22,Belize,0.557,0.0,0.0,0.0,0.5920000000000001,0.5920000000000001,0.594,0.594,BLZ
23,Benin,0.22399999999999998,0.23800000000000002,0.251,0.263,0.254,0.257,0.26,0.265,BEN
24,Bhutan,0.0,0.225,0.373,0.37200000000000005,0.245,0.245,0.24600000000000002,0.259,BTN
25,Bolivia (Plurinational State of),0.457,0.47,0.47700000000000004,0.48,0.502,0.532,0.542,0.5489999999999999,BOL
26,Bosnia and Herzegovina,0.49,0.593,0.637,0.65,0.612,0.608,0.628,0.5760000000000001,BIH
27,Botswana,0.0,0.0,0.0,0.444,0.446,0.447,0.44799999999999995,0.0,BWA
28,Brazil,0.46,0.462,0.47,0.493,0.507,0.526,0.535,0.535,BRA
29,Bulgaria,0.695,0.715,0.718,0.7340000000000001,0.743,0.7659999999999999,0.7509999999999999,0.753,BGR
30,Burkina Faso,0.145,0.154,0.162,0.161,0.163,0.17,0.183,0.174,BFA
31,Burundi,0.24,0.0,0.0,0.24100000000000002,0.264,0.266,0.267,0.256,BDI
32,Cabo Verde,0.355,0.36200000000000004,0.0,0.44,0.444,0.449,0.428,0.423,CPV
33,Cambodia,0.31,0.317,0.335,0.34,0.34299999999999997,0.349,0.35100000000000003,0.354,KHM
34,Cameroon,0.303,0.314,0.33,0.34299999999999997,0.35,0.354,0.35700000000000004,0.36700000000000005,CMR
35,Canada,0.8320000000000001,0.835,0.8390000000000001,0.836,0.852,0.856,0.875,0.887,CAN
36,Central African Republic,0.16699999999999998,0.171,0.174,0.17800000000000002,0.21899999999999997,0.222,0.223,0.223,CAF
37,Chad,0.155,0.152,0.157,0.162,0.17,0.17300000000000001,0.17,0.17,TCD
38,Chile,0.648,0.65,0.652,0.669,0.685,0.731,0.7340000000000001,0.741,CHL
39,China,0.46299999999999997,0.46799999999999997,0.474,0.0,0.0,0.0,0.0,0.5710000000000001,CHN
40,Colombia,0.49,0.503,0.508,0.517,0.524,0.5529999999999999,0.561,0.545,COL
41,Comoros,0.228,0.23399999999999999,0.24100000000000002,0.24600000000000002,0.247,0.248,0.248,0.248,COM
42,Congo,0.35,0.373,0.373,0.379,0.40399999999999997,0.409,0.413,0.413,COG
43,Congo,0.35,0.373,0.373,0.379,0.40399999999999997,0.409,0.413,0.413,COD
44,Congo,0.35,0.373,0.373,0.379,0.40399999999999997,0.409,0.413,0.413,COD
45,Congo (Democratic Republic of the),0.301,0.303,0.304,0.321,0.337,0.34600000000000003,0.35100000000000003,0.365,COD
46,Congo (Democratic Republic of the),0.301,0.303,0.304,0.321,0.337,0.34600000000000003,0.35100000000000003,0.365,COD
47,Costa Rica,0.535,0.542,0.5770000000000001,0.5820000000000001,0.59,0.624,0.627,0.634,CRI
48,Croatia,0.6809999999999999,0.691,0.6970000000000001,0.706,0.758,0.758,0.752,0.752,HRV
49,Cuba,0.0,0.0,0.0,0.6759999999999999,0.68,0.684,0.69,0.695,CUB
50,Cyprus,0.647,0.655,0.6509999999999999,0.6779999999999999,0.6890000000000001,0.6940000000000001,0.706,0.7140000000000001,CYP
51,Cyprus,0.647,0.655,0.6509999999999999,0.6779999999999999,0.6890000000000001,0.6940000000000001,0.706,0.7140000000000001,CYP
52,Cyprus,0.647,0.655,0.6509999999999999,0.6779999999999999,0.6890000000000001,0.6940000000000001,0.706,0.7140000000000001,CYP
53,Cyprus,0.647,0.655,0.6509999999999999,0.6779999999999999,0.6890000000000001,0.6940000000000001,0.706,0.7140000000000001,CYP
54,Czechia,0.847,0.852,0.848,0.8690000000000001,0.88,0.879,0.879,0.879,CZE
55,Côte d'Ivoire,0.207,0.21899999999999997,0.223,0.218,0.21600000000000003,0.226,0.231,0.223,CIV
56,Denmark,0.868,0.8959999999999999,0.897,0.912,0.899,0.89,0.88,0.88,DNK
57,Djibouti,0.157,0.159,0.16,0.162,0.163,0.163,0.16399999999999998,0.16399999999999998,DJI
58,Dominican Republic,0.47100000000000003,0.447,0.451,0.47100000000000003,0.48100000000000004,0.515,0.507,0.52,DOM
59,Dominican Republic,0.47100000000000003,0.447,0.451,0.47100000000000003,0.48100000000000004,0.515,0.507,0.52,DOM
60,Dominican Republic,0.47100000000000003,0.447,0.451,0.47100000000000003,0.48100000000000004,0.515,0.507,0.52,DOM
61,Ecuador,0.494,0.49700000000000005,0.5,0.514,0.53,0.5710000000000001,0.596,0.601,ECU
62,Egypt,0.311,0.32899999999999996,0.33799999999999997,0.344,0.34600000000000003,0.39,0.381,0.381,EGY
63,El Salvador,0.396,0.385,0.39,0.402,0.397,0.419,0.40399999999999997,0.40399999999999997,SLV
64,Equatorial Guinea,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.0,GNQ
65,Estonia,0.845,0.852,0.8540000000000001,0.853,0.8490000000000001,0.848,0.848,0.8490000000000001,EST
66,Eswatini (Kingdom of),0.309,0.35700000000000004,0.36200000000000004,0.382,0.387,0.387,0.401,0.401,SWZ
67,Ethiopia,0.188,0.193,0.19399999999999998,0.17800000000000002,0.179,0.204,0.20600000000000002,0.185,GNB
68,Ethiopia,0.188,0.193,0.19399999999999998,0.17800000000000002,0.179,0.204,0.20600000000000002,0.185,GNB
69,Ethiopia,0.188,0.193,0.19399999999999998,0.17800000000000002,0.179,0.204,0.20600000000000002,0.185,GNB
70,Fiji,0.655,0.0,0.0,0.685,0.6890000000000001,0.703,0.0,0.0,HKG
71,Fiji,0.655,0.0,0.0,0.685,0.6890000000000001,0.703,0.0,0.0,HKG
72,Finland,0.838,0.866,0.866,0.88,0.884,0.885,0.887,0.887,IRN
73,Finland,0.838,0.866,0.866,0.88,0.884,0.885,0.887,0.887,IRN
74,France,0.736,0.7390000000000001,0.74,0.7509999999999999,0.767,0.777,0.767,0.768,IRQ
75,France,0.736,0.7390000000000001,0.74,0.7509999999999999,0.767,0.777,0.767,0.768,IRQ
76,France,0.736,0.7390000000000001,0.74,0.7509999999999999,0.767,0.777,0.767,0.768,IRQ
77,Gabon,0.556,0.56,0.564,0.473,0.473,0.473,0.47600000000000003,0.48100000000000004,GAB
78,Gambia,0.18600000000000003,0.0,0.0,0.0,0.0,0.0,0.18600000000000003,0.18899999999999997,GMB
79,Georgia,0.7390000000000001,0.753,0.764,0.777,0.789,0.813,0.826,0.826,GEO
80,Georgia,0.7390000000000001,0.753,0.764,0.777,0.789,0.813,0.826,0.826,GEO
81,Georgia,0.7390000000000001,0.753,0.764,0.777,0.789,0.813,0.826,0.826,GEO
82,Georgia,0.7390000000000001,0.753,0.764,0.777,0.789,0.813,0.826,0.826,GEO
83,Germany,0.9059999999999999,0.915,0.9179999999999999,0.9109999999999999,0.9129999999999999,0.9159999999999999,0.9159999999999999,0.915,DEU
84,Ghana,0.48700000000000004,0.315,0.32,0.353,0.342,0.36200000000000004,0.363,0.363,GHA
85,Greece,0.747,0.6809999999999999,0.7140000000000001,0.721,0.7340000000000001,0.735,0.7190000000000001,0.728,GRC
86,Guatemala,0.292,0.3,0.28800000000000003,0.289,0.325,0.325,0.335,0.335,GTM
87,Guinea,0.165,0.179,0.187,0.193,0.175,0.175,0.175,0.175,GIN
88,Guinea,0.165,0.179,0.187,0.193,0.175,0.175,0.175,0.175,GNB
89,Guinea,0.165,0.179,0.187,0.193,0.175,0.175,0.175,0.175,GNB
90,Guinea,0.165,0.179,0.187,0.193,0.175,0.175,0.175,0.175,GNB
91,Guinea-Bissau,0.215,0.221,0.225,0.22899999999999998,0.23199999999999998,0.23199999999999998,0.228,0.228,GNB
92,Guinea-Bissau,0.215,0.221,0.225,0.22899999999999998,0.23199999999999998,0.23199999999999998,0.228,0.228,GNB
93,Guinea-Bissau,0.215,0.221,0.225,0.22899999999999998,0.23199999999999998,0.23199999999999998,0.228,0.228,GNB
94,Guyana,0.519,0.522,0.529,0.531,0.5329999999999999,0.534,0.532,0.532,GUY
95,Haiti,0.237,0.24100000000000002,0.244,0.248,0.26,0.263,0.264,0.267,HTI
96,Honduras,0.32899999999999996,0.327,0.34,0.337,0.35600000000000004,0.373,0.386,0.38799999999999996,HND
97,"Hong Kong, China (SAR)",0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.768,0
98,Hungary,0.7859999999999999,0.79,0.797,0.805,0.795,0.792,0.7909999999999999,0.789,HUN
99,Iceland,0.831,0.845,0.861,0.875,0.885,0.884,0.889,0.889,ISL
100,India,0.284,0.294,0.292,0.298,0.308,0.32899999999999996,0.337,0.341,IND
101,Indonesia,0.461,0.47600000000000003,0.483,0.47200000000000003,0.48700000000000004,0.488,0.49200000000000005,0.52,IDN
102,Iran (Islamic Republic of),0.0,0.0,0.0,0.46299999999999997,0.46299999999999997,0.465,0.0,0.705,IRN
103,Iran (Islamic Republic of),0.0,0.0,0.0,0.46299999999999997,0.46299999999999997,0.465,0.0,0.705,IRN
104,Iraq,0.0,0.0,0.33899999999999997,0.35100000000000003,0.348,0.348,0.353,0.389,IRQ
105,Iraq,0.0,0.0,0.33899999999999997,0.35100000000000003,0.348,0.348,0.353,0.389,IRQ
106,Iraq,0.0,0.0,0.33899999999999997,0.35100000000000003,0.348,0.348,0.353,0.389,IRQ
107,Iraq,0.0,0.0,0.33899999999999997,0.35100000000000003,0.348,0.348,0.353,0.389,IRQ
108,Iraq,0.0,0.0,0.33899999999999997,0.35100000000000003,0.348,0.348,0.353,0.389,IRQ
109,Iraq,0.0,0.0,0.33899999999999997,0.35100000000000003,0.348,0.348,0.353,0.389,IRQ
110,Ireland,0.878,0.8340000000000001,0.85,0.848,0.861,0.883,0.8909999999999999,0.8909999999999999,IRL
111,Israel,0.792,0.799,0.8009999999999999,0.8009999999999999,0.7879999999999999,0.802,0.8,0.813,ISR
112,Italy,0.6859999999999999,0.698,0.684,0.701,0.705,0.713,0.7,0.708,ITA
113,Jamaica,0.598,0.601,0.596,0.607,0.645,0.648,0.652,0.652,JAM
114,Japan,0.0,0.0,0.0,0.6659999999999999,0.672,0.672,0.679,0.835,JPN
115,Jordan,0.513,0.528,0.531,0.5329999999999999,0.579,0.5870000000000001,0.591,0.591,JOR
116,Kazakhstan,0.74,0.7490000000000001,0.745,0.755,0.758,0.758,0.7829999999999999,0.7879999999999999,KAZ
117,Kazakhstan,0.74,0.7490000000000001,0.745,0.755,0.758,0.758,0.7829999999999999,0.7879999999999999,KAZ
118,Kazakhstan,0.74,0.7490000000000001,0.745,0.755,0.758,0.758,0.7829999999999999,0.7879999999999999,KAZ
119,Kazakhstan,0.74,0.7490000000000001,0.745,0.755,0.758,0.758,0.7829999999999999,0.7879999999999999,KAZ
120,Kenya,0.355,0.35200000000000004,0.35700000000000004,0.36200000000000004,0.391,0.41200000000000003,0.419,0.425,KEN
121,Kiribati,0.0,0.0,0.0,0.49,0.488,0.488,0.488,0.488,KIR
122,Korea (Republic of),0.6409999999999999,0.643,0.6409999999999999,0.619,0.642,0.642,0.703,0.703,KOR
123,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0.511,0.51,KWT
124,Kyrgyzstan,0.619,0.62,0.664,0.6729999999999999,0.691,0.6920000000000001,0.698,0.698,KGZ
125,Lao People's Democratic Republic,0.298,0.311,0.316,0.31,0.314,0.319,0.319,0.32,LAO
126,Latvia,0.8220000000000001,0.816,0.813,0.828,0.835,0.833,0.8340000000000001,0.8340000000000001,LVA
127,Lebanon,0.0,0.483,0.47,0.473,0.475,0.479,0.595,0.598,LBN
128,Lesotho,0.369,0.377,0.38299999999999995,0.37799999999999995,0.38,0.377,0.392,0.392,LSO
129,Liberia,0.215,0.218,0.222,0.225,0.228,0.243,0.24600000000000002,0.248,LBR
130,Lithuania,0.8170000000000001,0.815,0.802,0.7959999999999999,0.8290000000000001,0.83,0.8320000000000001,0.84,LTU
131,Luxembourg,0.732,0.731,0.73,0.732,0.736,0.742,0.728,0.718,LUX
132,Madagascar,0.335,0.33799999999999997,0.342,0.344,0.321,0.324,0.324,0.324,MDG
133,Malawi,0.27899999999999997,0.28300000000000003,0.306,0.309,0.311,0.32,0.322,0.32299999999999995,MWI
134,Malaysia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.607,MYS
135,Maldives,0.43799999999999994,0.302,0.309,0.316,0.331,0.337,0.336,0.336,MDV
136,Mali,0.175,0.179,0.179,0.17600000000000002,0.166,0.16699999999999998,0.168,0.158,MLI
137,Malta,0.0,0.0,0.735,0.7440000000000001,0.7390000000000001,0.762,0.763,0.762,MLT
138,Mauritania,0.192,0.196,0.20800000000000002,0.201,0.225,0.225,0.228,0.23,MRT
139,Mauritius,0.0,0.589,0.604,0.613,0.632,0.626,0.633,0.633,MUS
140,Mexico,0.511,0.498,0.508,0.509,0.526,0.535,0.562,0.562,MEX
141,Micronesia (Federated States of),0.43799999999999994,0.444,0.0,0.0,0.0,0.0,0.0,0.0,FSM
142,Moldova (Republic of),0.644,0.6559999999999999,0.6659999999999999,0.672,0.662,0.657,0.6579999999999999,0.6579999999999999,MDA
143,Mongolia,0.68,0.6920000000000001,0.674,0.706,0.68,0.6829999999999999,0.675,0.675,MNG
144,Montenegro,0.7120000000000001,0.768,0.7709999999999999,0.7709999999999999,0.732,0.732,0.732,0.732,MNE
145,Morocco,0.257,0.251,0.26,0.268,0.273,0.276,0.0,0.0,MAR
146,Mozambique,0.268,0.301,0.299,0.313,0.253,0.255,0.255,0.255,MOZ
147,Myanmar,0.0,0.0,0.0,0.344,0.348,0.35100000000000003,0.322,0.324,MMR
148,Namibia,0.38799999999999996,0.397,0.402,0.405,0.408,0.424,0.42700000000000005,0.428,NAM
149,Nepal,0.251,0.254,0.268,0.271,0.28600000000000003,0.278,0.281,0.297,NPL
150,Netherlands,0.836,0.861,0.86,0.862,0.865,0.865,0.863,0.858,NLD
151,New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.893,0.9009999999999999,NZL
152,Nicaragua,0.34700000000000003,0.35,0.353,0.35700000000000004,0.39,0.39,0.415,0.415,NIC
153,Niger,0.12300000000000001,0.115,0.121,0.12300000000000001,0.134,0.135,0.138,0.139,NER
154,Nigeria,0.22,0.23600000000000002,0.254,0.26,0.26899999999999996,0.27,0.271,0.299,NGA
155,Norway,0.89,0.894,0.887,0.892,0.8859999999999999,0.8859999999999999,0.867,0.8590000000000001,NOR
156,Pakistan,0.196,0.198,0.20600000000000002,0.20800000000000002,0.22,0.221,0.22899999999999998,0.221,PAK
157,Palau,0.0,0.0,0.0,0.713,0.72,0.726,0.736,0.828,PLW
158,"Palestine, State of",0.0,0.0,0.0,0.609,0.547,0.5479999999999999,0.5720000000000001,0.5670000000000001,0
159,Panama,0.599,0.544,0.5489999999999999,0.564,0.568,0.589,0.597,0.605,PAN
160,Papua New Guinea,0.0,0.0,0.0,0.376,0.37200000000000005,0.379,0.38,0.381,PNG
161,Paraguay,0.48,0.486,0.0,0.52,0.528,0.5479999999999999,0.544,0.525,PRY
162,Peru,0.455,0.515,0.502,0.502,0.534,0.547,0.5770000000000001,0.583,PER
163,Philippines,0.542,0.547,0.557,0.5660000000000001,0.581,0.584,0.584,0.584,PHL
164,Poland,0.773,0.778,0.7659999999999999,0.8059999999999999,0.7759999999999999,0.807,0.815,0.825,POL
165,Portugal,0.674,0.684,0.6920000000000001,0.708,0.71,0.7120000000000001,0.626,0.635,PRT
166,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0.615,0.619,QAT
167,Romania,0.6809999999999999,0.738,0.725,0.728,0.7290000000000001,0.732,0.716,0.7140000000000001,ROU
168,Russian Federation,0.6859999999999999,0.696,0.0,0.789,0.794,0.81,0.8140000000000001,0.8140000000000001,RUS
169,Russian Federation,0.6859999999999999,0.696,0.0,0.789,0.794,0.81,0.8140000000000001,0.8140000000000001,RUS
170,Russian Federation,0.6859999999999999,0.696,0.0,0.789,0.794,0.81,0.8140000000000001,0.8140000000000001,RUS
171,Russian Federation,0.6859999999999999,0.696,0.0,0.789,0.794,0.81,0.8140000000000001,0.8140000000000001,RUS
172,Rwanda,0.303,0.305,0.313,0.311,0.314,0.307,0.318,0.318,RWA
173,Saint Lucia,0.0,0.0,0.0,0.0,0.6,0.614,0.614,0.591,LCA
174,Samoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6579999999999999,WSM
175,Sao Tome and Principe,0.35200000000000004,0.377,0.381,0.392,0.39299999999999996,0.42,0.446,0.455,STP
176,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0.6579999999999999,0.66,SAU
177,Senegal,0.159,0.17600000000000002,0.185,0.188,0.192,0.196,0.198,0.19699999999999998,SEN
178,Serbia,0.642,0.67,0.6679999999999999,0.664,0.695,0.7040000000000001,0.706,0.7140000000000001,SRB
179,Sierra Leone,0.18100000000000002,0.188,0.192,0.191,0.18899999999999997,0.198,0.20199999999999999,0.20600000000000002,SLE
180,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.757,0.764,SGP
181,Slovakia,0.7879999999999999,0.805,0.8109999999999999,0.81,0.8079999999999999,0.8190000000000001,0.8170000000000001,0.8190000000000001,SVK
182,Slovenia,0.843,0.85,0.83,0.857,0.8540000000000001,0.857,0.868,0.866,SVN
183,Solomon Islands,0.305,0.0,0.0,0.35,0.354,0.359,0.0,0.0,SLB
184,South Africa,0.547,0.544,0.542,0.569,0.59,0.611,0.607,0.607,ZAF
185,South Sudan,0.0,0.0,0.0,0.0,0.179,0.18,0.18,0.18,SSD
186,Spain,0.735,0.75,0.7559999999999999,0.7609999999999999,0.7709999999999999,0.778,0.6659999999999999,0.6709999999999999,ESP
187,Sri Lanka,0.606,0.61,0.636,0.638,0.653,0.655,0.653,0.653,LKA
188,Sudan,0.0,0.0,0.0,0.0,0.183,0.18600000000000003,0.187,0.18899999999999997,SDN
189,Suriname,0.48100000000000004,0.485,0.489,0.496,0.503,0.511,0.539,0.537,SUR
